year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),100,97,3777,3750,3811,3750,3500,4000,bachelor of engineering with in telematics (intelligent transportation systems engineering),1,Engineering
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,89.1,74.6,2972,2800,3102,3000,2800,3270,bachelor of hospitality business with,1,Business and Management
2019,SIT,SIT-DigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ^,95.2,90.5,3931,3921,4024,3975,3500,4470,bachelor of engineering in systems engineering (electromechanical systems),0,Engineering
2019,SIT,SIT-Massey University,Bachelor of Food Technology with Honours,93,88.4,2962,2975,2978,2975,2750,3250,bachelor of food technology with,1,Science
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,82.2,73.3,3217,3200,3463,3500,3200,3600,bachelor of engineering with in chemical engineering,1,Engineering
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering ^,91.3,82.6,3489,3400,3542,3500,3250,3600,bachelor of engineering with in electrical power engineering,1,Engineering
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,100,3318,3300,3393,3300,3200,3521,bachelor of engineering with in marine engineering,1,Engineering
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,80,66.7,3227,3100,3269,3100,3050,3500,bachelor of engineering with in mechanical design and manufacturing engineering,1,Engineering
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,,,,,,,,,bachelor of engineering with in naval architecture,1,Others
2019,SIT,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,,,,,,,,,bachelor of engineering with in offshore engineering,1,Engineering
2019,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,,,,,,,,,bachelor in science (diagnostic radiography),0,Medicine and Health Sciences
2019,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3429,3400,3466,3425,3308,3650,bachelor in science (occupational therapy),0,Medicine and Health Sciences
2019,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),98.3,98.3,3479,3400,3498,3400,3400,3620,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2019,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,,,,,,,,,bachelor in science (radiation therapy),0,Medicine and Health Sciences
2019,SIT,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,100,95.8,3522,3500,3772,3800,3450,4085,bachelor of science with in nursing,1,Science
2019,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,81.8,77.3,3213,3100,3471,3300,3110,3600,bachelor of science in chemical engineering,0,Engineering
2019,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology **,,,,,,,,,bachelor of science in electrical engineering & information technology,0,Engineering
2019,SIT,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,81,61.9,2532,2350,2852,2625,2200,3350,bachelor of business administration in food business management,0,Business and Management
2019,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,78.7,55.3,2724,2800,2832,2800,2450,3000,bachelor of arts with in communication design,1,Design and Media
2019,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,87.1,80.6,2692,2700,2760,2700,2400,3000,bachelor of arts with in interior design,1,Design and Media
2019,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,77.1,64.6,3500,3500,3597,3500,3200,4000,bachelor of engineering with in aeronautical engineering,1,Engineering
2019,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,67.6,3863,3550,3993,3700,3400,4600,bachelor of engineering with in aerospace systems,1,Engineering
2019,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,97,93.9,3569,3500,3722,3500,3300,3800,bachelor of engineering with in mechanical design engineering,1,Engineering
2019,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.2,83.1,3764,3600,3793,3600,3300,4000,bachelor of engineering with in mechatronics,1,Engineering
2019,SIT,University of Glasgow,Bachelor of Science with Honours in Computing Science,92.3,89.2,4294,4000,4366,4200,3700,5100,bachelor of science with in computing science,1,Computer Science and IT
2019,SIT,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,80.2,70.4,3647,3526,3823,3695,3400,4050,bachelor of arts with in criminology and security,1,Arts and Humanities
2019,SMU,School of Accountancy (4-year programme) *,Accountancy,96.4,93.7,3753,3000,3802,3050,3000,4000,accountancy,0,Business and Management
2019,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,97.9,97.9,4364,3500,4431,3600,3000,5000,accountancy cum laude and above,0,Business and Management
2019,SMU,School of Business (4-year programme) *,Business Management,91,84.8,4056,3600,4181,3750,3300,4600,business management,0,Business and Management
2019,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,93,90.4,4504,4000,4614,4167,3600,5120,business management cum laude and above,0,Business and Management
2019,SMU,School of Economics (4-year programme) *,Economics,87.1,81.3,4042,3800,4159,3900,3500,4500,economics,0,Mathematics and Statistics
2019,SMU,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.2,89.9,4401,4000,4520,4038,3600,4600,economics (cum laude and above),0,Mathematics and Statistics
2019,SMU,School of Information Systems (4-year programme) *,Information Systems,95.1,90.2,4413,4166,4549,4300,4000,5000,information systems,0,Computer Science and IT
2019,SMU,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),98,96,5029,5000,5212,5000,4300,5550,information systems (cum laude and above),0,Computer Science and IT
2019,SMU,School of Social Sciences (4-year programme) *,Social Sciences,92.2,82.8,3523,3400,3629,3500,3065,4000,social sciences,0,Science
2019,SMU,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),92.7,90.2,3599,3500,3742,3500,3100,4070,social sciences (cum laude and above),0,Science
2019,SMU,School of Law (4-year programme) *,Law #,99.1,98.2,4942,4600,5064,4900,4200,5800,law,0,Law
2019,SMU,School of Law (4-year programme) *,Law (Cum Laude and above) #,98.6,97.1,5136,5000,5324,5550,4500,6000,law (cum laude and above),0,Law
2019,SUSS,S R Nathan School of Human Development,Bachelor of Human Resource Management,87.1,74.2,2942,3000,2975,3000,2800,3300,bachelor of human resource management,0,Business and Management
2019,SUSS,School of Business,Bachelor of Accountancy,91.1,83.3,2880,3000,2900,3000,2750,3000,bachelor of accountancy,0,Business and Management
2019,SUSS,School of Business,Bachelor of Science in Finance,88.6,88.6,3708,3400,3722,3450,3085,3750,bachelor of science in finance,0,Business and Management
2019,SUSS,School of Business,Bachelor of Science in Marketing,88.3,70,2993,3000,3169,3000,2800,3400,bachelor of science in marketing,0,Business and Management
2019,SUTD,,Bachelor of Engineering (Engineering Product Development),84.2,80.2,3991,3900,4042,4000,3660,4500,bachelor of engineering (engineering product development),0,Engineering
2019,SUTD,,Bachelor of Engineering (Information Systems Technology and Design),88.8,85.7,4599,4400,4636,4400,3800,5000,bachelor of engineering (information systems technology and design),0,Computer Science and IT
2019,SUTD,,Bachelor of Engineering (Engineering Systems and Design),89.9,87.3,3944,3800,4082,4000,3500,4400,bachelor of engineering (engineering systems and design),0,Engineering
2019,SUTD,,Bachelor of Science (Architecture and Sustainable Design),100,91.8,3923,3897,3985,3900,3600,4100,bachelor of science (architecture and sustainable design),0,Others
2020,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),96,88.7,3213,3000,3228,3000,3000,3100,bachelor of accountancy,1,Business and Management
2020,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.6,91.3,4615,4327,4704,4405,3500,5000,bachelor of accountancy,1,Business and Management
2020,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),95.2,66.8,3973,3750,4113,3800,3300,4429,bachelor of business,1,Business and Management
2020,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),97.4,97.4,5216,5200,5537,5400,5000,5750,bachelor of business,1,Business and Management
2020,NTU,College of Engineering,Aerospace Engineering,91.2,75.8,4110,3980,4284,4000,3800,4945,aerospace engineering,0,Engineering
2020,NTU,College of Engineering,Bioengineering,89.1,43.6,3428,3400,3473,3450,3200,3800,bioengineering,0,Engineering
2020,NTU,College of Engineering,Chemical,95,83,3732,3600,3948,3900,3500,4300,chemical,0,Engineering
2020,NTU,College of Engineering,Civil Engineering,95.7,87,3458,3400,3495,3500,3200,3800,civil engineering,0,Engineering
2020,NTU,College of Engineering,Computer Engineering,97.2,94.4,4069,4100,4136,4100,3627,4845,computer engineering,0,Engineering
2020,NTU,College of Engineering,Computer Science,92.2,86.1,4508,4250,4558,4300,3880,5000,computer science,0,Computer Science and IT
2020,NTU,College of Engineering,Double Degree In Engineering,100,94.1,4459,4450,4516,4450,3825,5050,double degree in engineering,0,Engineering
2020,NTU,College of Engineering,Electrical,94.5,75.1,3925,3800,4004,3880,3500,4370,electrical,0,Engineering
2020,NTU,College of Engineering,Environmental Engineering,90.2,58.5,3364,3375,3444,3450,3200,3800,environmental engineering,0,Science
2020,NTU,College of Engineering,Information Engineering,96,70,4085,4000,4208,4000,3500,4500,information engineering,0,Engineering
2020,NTU,College of Engineering,Maritime Studies,90.8,78.5,3608,3500,3646,3500,3300,3875,maritime studies,0,Engineering
2020,NTU,College of Engineering,Materials Engineering,91.5,69,3613,3600,3755,3700,3500,4000,materials engineering,0,Engineering
2020,NTU,College of Engineering,Mechanical Engineering,91.7,67.5,3861,3700,3977,3850,3500,4432,mechanical engineering,0,Engineering
2020,NTU,"College of Humanities, Arts & Social Sciences","Art, Design",90.4,35.7,2858,2800,2925,2800,2500,3300,"art, design",0,Design and Media
2020,NTU,"College of Humanities, Arts & Social Sciences",Chinese,83.8,63.5,3251,3350,3310,3500,3000,3500,chinese,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,94.9,66.7,3378,3300,3440,3340,3000,3800,communication studies,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",Economics,91.8,63.5,3756,3700,3926,3797,3400,4050,economics,0,Mathematics and Statistics
2020,NTU,"College of Humanities, Arts & Social Sciences",English,90.9,43.2,3507,3450,3561,3450,3128,3900,english,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",History,87.2,44.7,3558,3575,3644,3650,3250,4025,history,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,95.8,50,3608,3300,3797,3854,3200,4500,inter-disciplinary double major,0,Other
2020,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,96.6,63.8,3371,3300,3472,3350,3000,3900,linguistics,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",Philosophy,96.3,70.4,3417,3300,3580,3650,3300,3850,philosophy,0,Arts and Humanities
2020,NTU,"College of Humanities, Arts & Social Sciences",Psychology,83.8,53.5,3315,3200,3433,3300,3100,3650,psychology,0,Social Sciences
2020,NTU,"College of Humanities, Arts & Social Sciences",Public Policy,92.5,67.5,3989,3710,4043,3800,3500,4583,public policy,0,Social Sciences
2020,NTU,"College of Humanities, Arts & Social Sciences",Sociology,95.4,66.2,3529,3500,3598,3600,3300,3800,sociology,0,Social Sciences
2020,NTU,College of Science,Biological Sciences,88.9,56.7,3319,3300,3401,3325,3200,3650,biological sciences,0,Science
2020,NTU,College of Science,Biomedical Sciences,94.7,84.2,2950,3000,2969,3000,2800,3150,biomedical sciences,0,Medicine and Health Sciences
2020,NTU,College of Science,Chemistry,91.9,45.6,3230,3200,3345,3245,3000,3635,chemistry,0,Science
2020,NTU,College of Science,Environmental Earth Systems Sciences ^,95.5,63.6,3637,3550,3657,3550,3400,3764,environmental earth systems sciences,0,Science
2020,NTU,College of Science,Mathematical Sciences,92.4,68.9,3746,3600,3823,3656,3300,4250,mathematical sciences,0,Science
2020,NTU,College of Science,Mathematics,87.1,55.7,3849,3832,3949,3832,3500,4300,mathematics,0,Mathematics and Statistics
2020,NTU,College of Science,Physics,92.6,48.5,3643,3600,3719,3700,3500,3850,physics,0,Science
2020,NTU,Sports Science and Management,Sports Science,91.5,52.5,3494,3240,3661,3300,3000,4200,sports science,0,Science
2020,NTU,National Institute of Education (NIE),Arts (with Education),100,98.4,3582,3798,3682,3799,3600,3806,arts (with education),0,Education
2020,NTU,National Institute of Education (NIE),Science (with Education),100,100,3660,3799,3744,3800,3700,4000,science (with education),0,Education
2020,NTU,Lee Kong Chian School of Medicine,Medicine #,100,100,4775,4700,5387,5250,5000,5900,medicine,0,Medicine and Health Sciences
2020,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,90.4,39.8,3639,3100,3868,3300,2700,3600,bachelor of arts,0,Arts and Humanities
2020,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),93.1,54.2,3529,3500,3586,3500,3300,3854,bachelor of arts,1,Arts and Humanities
2020,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,93.5,65.3,3597,3500,3666,3500,3345,3875,bachelor of social sciences,0,Science
2020,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4202,4200,4280,4200,4200,4600,bachelor of dental surgery,0,Medicine and Health Sciences
